Job_Title,New_JobTitle,Job_Level
"Associate Director, Clinical Research Scientist",Research Scientist,Scientist/Reseacher Level
Sr. Researcher - Advanced 3D Computer Vision and Graphics,Researcher,Scientist/Reseacher Level
ASSOCIATE DATA SCIENTIST SPACE OPTIMIZATION,Data Scientist,Scientist/Reseacher Level
eCom Data Scientist,Data Scientist,Scientist/Reseacher Level
"Principal Scientist, Lead Evaluation Process & Screening Automation ",Other Scientists,Scientist/Reseacher Level
eCom Senior Data Engineer,Data Engineer,Analyst/Engineer Level
Project Physician,Unknown,Unknown
"Advisor, Data Science",Data Science Advisor,Lead/Advisor Level
eCommerce Data Scientist,Data Scientist,Scientist/Reseacher Level
"Associate Director, Principal Research Scientist, U.S. Medical Affairs- CAR-T",Research Scientist,Scientist/Reseacher Level
Data Science - Advisor,Data Science Advisor,Lead/Advisor Level
eCom Senior Machine Learning Engineer,Machine Learning Engineer,Analyst/Engineer Level
"Data Scientist, Analytics Advisor",Data Scientist,Scientist/Reseacher Level
Data Engineer - 72683BR,Data Engineer,Analyst/Engineer Level
Data Engineer - Big Data Analytics,Data Engineer,Analyst/Engineer Level
Data Engineer - 72682BR,Data Engineer,Analyst/Engineer Level
Sr. Data Engineer,Data Engineer,Analyst/Engineer Level
Lead Data Scientist,Data Scientist,Scientist/Reseacher Level
Data Engineer - Front Store Personalization,Data Engineer,Analyst/Engineer Level
Sr UX Researcher - 73966BR,Researcher,Scientist/Reseacher Level
Data Engineer - Senior Consultant,Data Engineer,Analyst/Engineer Level
Senior Data Engineer - Retail Analytics,Data Engineer,Analyst/Engineer Level
Data Engineer - Clinical Trials,Data Engineer,Analyst/Engineer Level
Data Engineer - Geospatial Specialist,Data Engineer,Analyst/Engineer Level
"Data Engineer - Data Governance, Advisor",Data Engineer,Analyst/Engineer Level
Data Scientist - 72560BR,Data Scientist,Scientist/Reseacher Level
Senior Data Engineer - Geospatial Specialist,Data Engineer,Analyst/Engineer Level
Data Engineer - Big Data Analytics Advisor,Data Engineer,Analyst/Engineer Level
Lead Data Scientist - R74645BR,Data Scientist,Scientist/Reseacher Level
Data Scientist - Executive Advisor Analytics,Data Scientist,Scientist/Reseacher Level
Lead Data Scientist - Clinical Trials,Data Scientist,Scientist/Reseacher Level
Senior Data Engineer - Big Data Analytics,Data Engineer,Analyst/Engineer Level
Principal Data Scientist,Data Scientist,Scientist/Reseacher Level
Principal Data Scientist - 70445BR,Data Scientist,Scientist/Reseacher Level
Data Engineer - Specialty Analytics Advisor,Data Engineer,Analyst/Engineer Level
Data Scientist - Advisor (IDS),Data Scientist,Scientist/Reseacher Level
Lead Data Scientist - 72480BR,Data Scientist,Scientist/Reseacher Level
Analytics Data Scientist Senior Advisor,Data Scientist,Scientist/Reseacher Level
"Data Scientist- Senior Manager, Pharmacy Personalization",Data Scientist,Scientist/Reseacher Level
Lead Data Scientist - 73839BR,Data Scientist,Scientist/Reseacher Level
"Data Scientist - Health Outcomes, Advisor",Data Scientist,Scientist/Reseacher Level
Principal Data Scientist - 73841BR,Data Scientist,Scientist/Reseacher Level
Lead Data Engineer - RX Personalization Executive Advisor,Data Engineer,Analyst/Engineer Level
Deep Learning Data Scientist,Data Scientist,Scientist/Reseacher Level
Sr. Data Scientist Leadership Program (DSLP),Data Scientist,Scientist/Reseacher Level
"Data Scientist, Product Analytics",Data Scientist,Scientist/Reseacher Level
Machine Learning Data Scientist,Data Scientist,Scientist/Reseacher Level
Machine Learning Engineer,Machine Learning Engineer,Analyst/Engineer Level
Sr. AI Scientist,AI Scientist,Scientist/Reseacher Level
Product Insights Researcher,Researcher,Scientist/Reseacher Level
Imaging Data Scientist (AI Applications),Data Scientist,Scientist/Reseacher Level
Lead AI Scientist - Optimization,AI Scientist,Scientist/Reseacher Level
Data Scientist 5,Data Scientist,Scientist/Reseacher Level
Data Scientist IBM Tech Re-Entry,Data Scientist,Scientist/Reseacher Level
Lead AI Scientist - Deals Personalization (Recommender Systems),AI Scientist,Scientist/Reseacher Level
Research Scientist,Research Scientist,Scientist/Reseacher Level
"Data Scientist, Finance",Data Scientist,Scientist/Reseacher Level
Sr Product Researcher,Researcher,Scientist/Reseacher Level
"Data Scientist, Operations Research",Data Scientist,Scientist/Reseacher Level
Sr Data Engineer - Marketing,Data Engineer,Analyst/Engineer Level
Data Scientist 3 odc_prod-dev_us),Data Scientist,Scientist/Reseacher Level
"Data Scientist, Analytics - Ads Fairness",Data Scientist,Scientist/Reseacher Level
"Machine Learning Engineer for Habana Labs, an Intel Company",Machine Learning Engineer,Analyst/Engineer Level
CMTS IC5 - ML Cognitive Services NLP Data Scientist (JoinOCI),Data Scientist,Scientist/Reseacher Level
Sr Design Researcher - Target Creative,Researcher,Scientist/Reseacher Level
"Data Scientist, Analytics - Instagram Ecosystems",Data Scientist,Scientist/Reseacher Level
Security Machine Learning Data Scientist,Data Scientist,Scientist/Reseacher Level
Sr. Data Scientist (SRE),Data Scientist,Scientist/Reseacher Level
"Data Scientist, Analytics - Family Ecosystems",Data Scientist,Scientist/Reseacher Level
"Principal ""Cognitive"" Data Scientist (JoinOCI)",Data Scientist,Scientist/Reseacher Level
Entry Level Associate Data Scientist - East Lansing,Data Scientist,Scientist/Reseacher Level
Principal Cognitive-Decision Data Scientist (JoinOCI),Data Scientist,Scientist/Reseacher Level
"Data Scientist, Analytics - Messaging Platform",Data Scientist,Scientist/Reseacher Level
Data Scientist - Campus Network,Data Scientist,Scientist/Reseacher Level
Principal Cognitive Decision Services Data Scientist,Data Scientist,Scientist/Reseacher Level
"Data Scientist, Analytics - Business Integrity",Data Scientist,Scientist/Reseacher Level
Watson Health - Research Analyst,Research Analyst,Analyst/Engineer Level
Research Scientist - Intelligent Systems,Research Scientist,Scientist/Reseacher Level
"Research Scientist, STE",Research Scientist,Scientist/Reseacher Level
Business Intelligence/Data Software Engineer - Contract,Software Engineer,Analyst/Engineer Level
"Data Scientist, Analytics - Messaging Search",Data Scientist,Scientist/Reseacher Level
Photonics Researcher,Researcher,Scientist/Reseacher Level
CMTS ML/ Cognitive Data Scientist 5 (JoinOCI),Data Scientist,Scientist/Reseacher Level
Security researcher,Researcher,Scientist/Reseacher Level
Entry Level - Associate Developer,Other Associate level,Associate Level
"Data Engineer, Analytics",Data Engineer,Analyst/Engineer Level
Asynchronous Design Researcher,Researcher,Scientist/Reseacher Level
Principal Machine Learning Engineer,Machine Learning Engineer,Analyst/Engineer Level
"Research Scientist, Policy Analysis",Research Scientist,Scientist/Reseacher Level
Offensive Security Researcher,Researcher,Scientist/Reseacher Level
Big Data engineer (odc_prod-dev_us),Data Engineer,Analyst/Engineer Level
Mathematical Hardware Engineer,Other Engineer level,Analyst/Engineer Level
"Principal Machine Learning Engineer, Data Flow Team (JoinOCI-SDE)",Machine Learning Engineer,Analyst/Engineer Level
Big Data Engineer | Opower Data Services,Data Engineer,Analyst/Engineer Level
BIOS Security Researcher,Researcher,Scientist/Reseacher Level
"Data Scientist, Product Analytics - Epidemic Response",Data Scientist,Scientist/Reseacher Level
"Product Manager, Moat Outcomes",Product Manager,Manager Level
IPAS Security Hardware Researcher,Researcher,Scientist/Reseacher Level
"Data Engineer, Product Analytics",Product Analyst,Analyst/Engineer Level
IC5-CMTS - Cognitive Services Decision Data Scientist: Cloud Engineering Infrastructure Development,Data Scientist,Scientist/Reseacher Level
Entry Level Associate Package Consultant,Other Consultant level,Consultant Level
Advanced Design Construction and Verification Researcher,Researcher,Scientist/Reseacher Level
Oracle Cloud Infrastructure - Senior Cognitive-Decision Data Scientist (JoinOCI),Data Scientist,Scientist/Reseacher Level
Entry Level Data Engineer: 2021 (Watson Advertising & Weather),Data Engineer,Analyst/Engineer Level
Senior UX Researcher,Researcher,Scientist/Reseacher Level
Entry Level Associate Application Developer - East Lansing,Other Associate level,Associate Level
Data Engineer (TS//SCI),Data Engineer,Analyst/Engineer Level
"Data Scientist, Instagram Well-being (Equity & Inclusion)",Data Scientist,Scientist/Reseacher Level
"Sr. Data Engineer (OCI), Cloud Engineering Infrastructure Development (JoinOCI-SDE)",Data Engineer,Analyst/Engineer Level
"Cloud Pak for Data, Data Engineer",Data Engineer,Analyst/Engineer Level
"Research Scientist, Product Algorithms",Research Scientist,Scientist/Reseacher Level
Senior UX Researcher (ERP),Researcher,Scientist/Reseacher Level
Data Scientist-Machine Learning (TS/SCI + Full Scope Poly),Data Scientist,Scientist/Reseacher Level
"Senior Data Engineer (OCI), Cloud Infrastructure Development (JoinOCI-SDE)",Data Engineer,Analyst/Engineer Level
Data Engineer (Marketing Analytics),Data Engineer,Analyst/Engineer Level
Principal Member of Technical Staff - Cloud Engineer Infrastructure Development (JOINOCI-SDE),Other Engineer level,Analyst/Engineer Level
Junior User Researcher : 2021 (Watson Advertising & Weather),Researcher,Scientist/Reseacher Level
"Data Scientist, Auction and Delivery",Data Scientist,Scientist/Reseacher Level
Infrastructure Data Engineer,Data Engineer,Analyst/Engineer Level
Decision Scientist,Other Scientists,Scientist/Reseacher Level
"Data Scientist, Analytics - Groups Ranking and Growth",Data Scientist,Scientist/Reseacher Level
"Research Scientist, Novi Economics",Research Scientist,Scientist/Reseacher Level
"Research Scientist, Economics",Research Scientist,Scientist/Reseacher Level
"Data Scientist, Analytics - Ads Delivery (App Monetization)",Data Scientist,Scientist/Reseacher Level
Researcher,Researcher,Scientist/Reseacher Level
Entry Level Associate Application Developer - .Net,Other Associate level,Associate Level
"Research Scientist, Core ML",Research Scientist,Scientist/Reseacher Level
Security UX Researcher,Researcher,Scientist/Reseacher Level
"Data Scientist, Auction and Delivery ",Data Scientist,Scientist/Reseacher Level
Return to Work - Infrastructure Data Scientist,Data Scientist,Scientist/Reseacher Level
Research Scientist Leader,Research Scientist,Scientist/Reseacher Level
"Quantum Computing Applications Researcher (Yorktown Heights, NY)",Researcher,Scientist/Reseacher Level
"Data Engineer, Analytics (Instagram Well Being)",Data Engineer,Analyst/Engineer Level
"Research Scientist, Economics and Policy Research",Research Scientist,Scientist/Reseacher Level
"Research Scientist, Systems ML",Research Scientist,Scientist/Reseacher Level
Entry Level Associate Package Consultant - SAP Finance,Other Consultant level,Consultant Level
Design Researcher Apprentice,Researcher,Scientist/Reseacher Level
"Data Scientist, Analytics - Sales & Marketing Interfaces",Data Scientist,Scientist/Reseacher Level
Entry Level Associate Developer: Z-System Modernization,Other Associate level,Associate Level
"Research Scientist, Vision",Research Scientist,Scientist/Reseacher Level
Solution Architect (TS/SCI + Full Scope Poly),Other Architect level,Developer/Architect Level
"Data Engineer, Analytics (Product Foundation)",Data Engineer,Analyst/Engineer Level
"Research Scientist, Language",Research Scientist,Scientist/Reseacher Level
Well-being Quantitative Researcher,Quantitative Researcher,Scientist/Reseacher Level
"People Research Scientist, People Analytics Talent Framework",Research Scientist,Scientist/Reseacher Level
"Research Scientist, Applied Perception Science",Research Scientist,Scientist/Reseacher Level
Biometrics Research Scientist,Research Scientist,Scientist/Reseacher Level
"Data Engineer, GMS",Data Engineer,Analyst/Engineer Level
"Quantitative Market Researcher, Growth",Market Researcher,Scientist/Reseacher Level
"Data Engineer, Analytics (Family Ecosystems)",Data Engineer,Analyst/Engineer Level
"Applied Research Scientist, Computer Vision",Research Scientist,Scientist/Reseacher Level
"Data Engineer, Analytics (Ad Monetization and Delivery)",Data Engineer,Analyst/Engineer Level
"Research Scientist, Artificial Intelligence (PhD)",Research Scientist,Scientist/Reseacher Level
"Research Scientist, Novi Economics (PhD)",Research Scientist,Scientist/Reseacher Level
"Quantitative Researcher, New Product Experimentation (NPE)",Quantitative Researcher,Scientist/Reseacher Level
"Quantitative Researcher, Growth - University Grad",Quantitative Researcher,Scientist/Reseacher Level
Quantitative Researcher (Civic Integrity),Quantitative Researcher,Scientist/Reseacher Level
Data Engineer (Messenger),Data Engineer,Analyst/Engineer Level
Qualitative AI User Experience Researcher,Researcher,Scientist/Reseacher Level
"Data Engineer, Infrastructure Strategy",Data Engineer,Analyst/Engineer Level
Data Engineer (Public Content Monetization),Data Engineer,Analyst/Engineer Level
"Analyst, Partnerships Science, Music",Other Analysts,Analyst/Engineer Level
"Data Engineer, Partnerships Central Systems, Data & Tools",Data Engineer,Analyst/Engineer Level
"Data Engineer, Partnerships Central Systems, Data and Tools",Data Engineer,Analyst/Engineer Level
"Research Scientist, Product Algorithms (PhD)",Research Scientist,Scientist/Reseacher Level
"Research Scientist, Marketing Science SBG",Research Scientist,Scientist/Reseacher Level
AI UX Researcher ,Researcher,Scientist/Reseacher Level
Quantitative UX Researcher ,Quantitative Researcher,Scientist/Reseacher Level
"Research Scientist, Demography and Survey Science - University Grad",Research Scientist,Scientist/Reseacher Level
Return to Work - Infrastructure Data Engineer,Data Engineer,Analyst/Engineer Level
Research Scientist - Physical Modeling,Research Scientist,Scientist/Reseacher Level
"Qualitative UX Researcher, Growth",Researcher,Scientist/Reseacher Level
"Mixed Methods Researcher, Growth (Menlo Park)",Researcher,Scientist/Reseacher Level
"Quantitative UX Researcher, Facebook App",Quantitative Researcher,Scientist/Reseacher Level
"Data Science Manager, Messenger",Data Science Manager,Manager Level
"Research Scientist, Flexible/Stretchable Electronics",Research Scientist,Scientist/Reseacher Level
"Research Scientist, East Coast Computer Vision - ECCV (PhD)",Research Scientist,Scientist/Reseacher Level
"UX Researcher, Instagram Well-being Research Team — Equity",Researcher,Scientist/Reseacher Level
Research Scientist - Advanced Sensor and Tracking Systems,Research Scientist,Scientist/Reseacher Level
Qualitative UX Researcher (Ads  &  Business Platform),Researcher,Scientist/Reseacher Level
"Recruiting Lead, Data Science",Unknown,Unknown
"Research Scientist, Computational Photography (PhD)",Research Scientist,Scientist/Reseacher Level
Research Scientist - Geometric Optics  &  System Integration,Research Scientist,Scientist/Reseacher Level
Senior Research Scientist - Adaptive Experimentation,Research Scientist,Scientist/Reseacher Level
Research Scientist - Geometric Optics & System Integration,Research Scientist,Scientist/Reseacher Level
"Postdoctoral Researcher, Artificial Intelligence (PhD)",Researcher,Scientist/Reseacher Level
"UX Researcher, Enterprise",Researcher,Scientist/Reseacher Level
Research Scientist - Silicon Systems and Camera Sensors,Research Scientist,Scientist/Reseacher Level
"Postdoctoral Researcher, Text and People - TAP (PhD)",Researcher,Scientist/Reseacher Level
"Postdoctoral Research Scientist, Auditory Spatial Perception (PhD)",Research Scientist,Scientist/Reseacher Level
"Research Scientist- Electro-Optic Device Modeling, Fabrication and Testing",Research Scientist,Scientist/Reseacher Level
"Postdoctoral Research Scientist, Adaptive Interaction (PhD)",Research Scientist,Scientist/Reseacher Level
"Postdoctoral Research Scientist, On-Sensor Compute Development (PhD)",Research Scientist,Scientist/Reseacher Level
FRL Researcher Tools Software Engineer,Researcher,Scientist/Reseacher Level
Postdoctoral Research Scientist - Array Signal Processing/ML (PhD),Research Scientist,Scientist/Reseacher Level
"Postdoctoral Researcher, Computational Linguistics (PhD)",Researcher,Scientist/Reseacher Level
"Postdoctoral Research Scientist, Holographic Optical Elements (PhD)",Research Scientist,Scientist/Reseacher Level
Data Scientist III,Data Scientist,Scientist/Reseacher Level
Data Scientist II,Data Scientist,Scientist/Reseacher Level
Data Scientist III for AdsEcon,Data Scientist,Scientist/Reseacher Level
Machine Learning Engineer II,Machine Learning Engineer,Analyst/Engineer Level
Sr. Applied Scientist,Applied Scientist,Scientist/Reseacher Level
Data Scientist II for AdsEcon,Data Scientist,Scientist/Reseacher Level
Applied Scientist Manager - Machine Learning,Applied Scientist,Scientist/Reseacher Level
Senior Data Scientist Marketing Analytics,Data Scientist,Scientist/Reseacher Level
Senior Machine Learning Engineer,Machine Learning Engineer,Analyst/Engineer Level
Sr. Machine Learning Engineer,Machine Learning Engineer,Analyst/Engineer Level
Data Engineer II,Data Engineer,Analyst/Engineer Level
Senior Data Engineer - Analytics,Data Engineer,Analyst/Engineer Level
Data Engineer III,Data Engineer,Analyst/Engineer Level
"Senior Research Scientist, Amazon Alexa AI",Research Scientist,Scientist/Reseacher Level
Sr. Data Scientist,Data Scientist,Scientist/Reseacher Level
Sr Applied Scientist,Applied Scientist,Scientist/Reseacher Level
Senior Data Scientist - Amazon Search,Data Scientist,Scientist/Reseacher Level
Senior Applied Scientist,Applied Scientist,Scientist/Reseacher Level
Sr Data Scientist,Data Scientist,Scientist/Reseacher Level
Economist III,Economist,Lead/Advisor Level
"Senior Data Scientist, Global Finance Operations",Data Scientist,Scientist/Reseacher Level
Sr Data Engineer,Data Engineer,Analyst/Engineer Level
Senior User Researcher,Researcher,Scientist/Reseacher Level
HR Finance Data Engineer III,Data Engineer,Analyst/Engineer Level
Senior Machine Learning Applied Scientist - Video Shopping,Applied Scientist,Scientist/Reseacher Level
Senior Data Scientist--Demand Forecasting,Data Scientist,Scientist/Reseacher Level
Sr. Data Scientist - Finance Operations,Data Scientist,Scientist/Reseacher Level
Sr. Business Intelligence Engineer - Risk Intelligence,Business Intelligence Engineer,Analyst/Engineer Level
"Data Engineer II, AIR BI, Amazon AIR",Data Engineer,Analyst/Engineer Level
"Senior Applied Scientist, Machine Learning",Applied Scientist,Scientist/Reseacher Level
"Manager, Data Engineering - FinTech",Data Engineer,Analyst/Engineer Level
"Manager, Machine Learning Solutions Lab",Machine Learning Manager,Manager Level
"Sr.Data Scientist, Prime Video",Data Scientist,Scientist/Reseacher Level
"UX Researcher, Alexa Research Insights Manager",Researcher,Scientist/Reseacher Level
Data Engineer II - FinTech,Data Engineer,Analyst/Engineer Level
Senior Data Engineer - FinTech,Data Engineer,Analyst/Engineer Level
Research Scientist III,Research Scientist,Scientist/Reseacher Level
Sr. User Researcher - Alexa,Researcher,Scientist/Reseacher Level
"Senior Frontend Engineer, Amazon SageMaker",Other Engineer level,Analyst/Engineer Level
"Sr. Data Engineer, Prime Video",Data Engineer,Analyst/Engineer Level
Data Engineer II (L5) - Business Data Technologies,Data Engineer,Analyst/Engineer Level
"Senior Data Scientist, WW Ops Analytics",Data Scientist,Scientist/Reseacher Level
Senior User Researcher - Alexa Automotive,Researcher,Scientist/Reseacher Level
Senior Data Engineer - Amazon Publisher Service,Data Engineer,Analyst/Engineer Level
Sr. Data Engineer - FinTech,Data Engineer,Analyst/Engineer Level
Data Science and Business Intelligence Engineering Manager,Business Intelligence Engineer,Analyst/Engineer Level
"Sr.Data Engineer, Prime Video",Data Engineer,Analyst/Engineer Level
Software Development Engineering,Software Engineer,Analyst/Engineer Level
Senior Solutions Architect,Other Architect level,Developer/Architect Level
"Sr. UX Researcher, Hardware",Researcher,Scientist/Reseacher Level
Senior Product Manager Technical - Content Launch,Product Manager,Manager Level
"Senior Data Scientist, Global Mile",Data Scientist,Scientist/Reseacher Level
Senior User Experience Researcher - Delivery Experience,Researcher,Scientist/Reseacher Level
Business Intelligence Engineer II - Alexa Shopping,Business Intelligence Engineer,Analyst/Engineer Level
"Senior Data Engineer, Core AI",Data Engineer,Analyst/Engineer Level
Senior Technical Program Manager - Video Advertising,Technical Program Manager,Manager Level
Sr Data Engineer - Trend Analytics,Data Engineer,Analyst/Engineer Level
"Senior UX Researcher, Alexa Shopping",Researcher,Scientist/Reseacher Level
Sr Data Engineer - Architect,Data Engineer,Analyst/Engineer Level
Senior User Experience Researcher - Talent Products,Researcher,Scientist/Reseacher Level
Senior Data Engineer - Alexa,Data Engineer,Analyst/Engineer Level
"Sr Data Engineer, CS BI",Data Engineer,Analyst/Engineer Level
Sr. UX Researcher,Researcher,Scientist/Reseacher Level
Sr. Data Scientist- Central Ops Quality,Data Scientist,Scientist/Reseacher Level
Data Engineer II Direct Fulfillment,Data Engineer,Analyst/Engineer Level
"Sr. Research Scientist, Music",Research Scientist,Scientist/Reseacher Level
"Sr UX Researcher, Amazon Business",Researcher,Scientist/Reseacher Level
Sr. Big Data Engineer,Data Engineer,Analyst/Engineer Level
"Senior Data Engineer, Sustainability",Data Engineer,Analyst/Engineer Level
"Sr. Product Manager - Technical, Alexa AI Distributed Machine Learning",Machine Learning Manager,Manager Level
Senior Market Research Scientist,Research Scientist,Scientist/Reseacher Level
Senior Data Engineering Lead - Alexa Shopping,Data Engineer,Analyst/Engineer Level
Sr. UX Researcher- Alexa Voice Services,Researcher,Scientist/Reseacher Level
Sr UX Researcher,Researcher,Scientist/Reseacher Level
"Sr. UX Researcher VOC, Home Innovation Team",Researcher,Scientist/Reseacher Level
Senior Research Scientist,Research Scientist,Scientist/Reseacher Level
"Sr. Data Engineer, Alexa Music",Data Engineer,Analyst/Engineer Level
Research Scientist II,Research Scientist,Scientist/Reseacher Level
Software Development Engineer II,Software Engineer,Analyst/Engineer Level
Senior Reliability Scientist,Other Scientists,Scientist/Reseacher Level
Sr. Data Science and Language Data Research Manager,Data Science Manager,Manager Level
Sr. Software Development Manager,Other Manager level,Manager Level
Senior Data Scientist - Sponsored Products,Data Scientist,Scientist/Reseacher Level
Sr Data Engineer- Alexa Excellence,Data Engineer,Analyst/Engineer Level
"Senior Applied Scientist, Prime Video 2D-3D video understanding and scalable visual effects",Applied Scientist,Scientist/Reseacher Level
"Sr. Data Scientist, Middle Mile Simulation Systems",Data Scientist,Scientist/Reseacher Level
"Sr. Data Engineer, Amazon Global Communities",Data Engineer,Analyst/Engineer Level
"Manager, Economics and Science",Other Manager level,Manager Level
Business Intelligence Engineer Lead - Benefits,Business Intelligence Engineer,Analyst/Engineer Level
Sr. Product Manager - Tech,Product Manager,Manager Level
Senior Research Scientist Forecasting,Research Scientist,Scientist/Reseacher Level
Sr. Design Researcher,Researcher,Scientist/Reseacher Level
Sr Program Manager - Talent Acquisition Analytics,Analytics Manager,Manager Level
"Sr Data Engineer, Operations - Tech Services/ WW Ops Real Estate",Data Engineer,Analyst/Engineer Level
Senior Technical Program Manager,Technical Program Manager,Manager Level
Sr. Research Scientist - Forecasting,Research Scientist,Scientist/Reseacher Level
Senior Big Data Engineer - Search ML Data Platform,Data Engineer,Analyst/Engineer Level
Sr. Operations Research Scientist,Research Scientist,Scientist/Reseacher Level
"Sr. Data Engineer - SCAR team, supporting Global Specialty Fulfillment",Data Engineer,Analyst/Engineer Level
"Sr Research Scientist-Flight Controls, Prime Air",Research Scientist,Scientist/Reseacher Level
Investment Banking,Unknown,Unknown
"Associate - Equity Research / REIT - New York, NY",Other Associate level,Associate Level
Public Finance - Analyst / Associate,Financial Analyst,Analyst/Engineer Level
"Risk, Credit Risk, Financial Institutions / CCPs, Associate - Salt Lake City",Other Associate level,Associate Level
Bank Secrecy Act Analyst I,Other Analysts,Analyst/Engineer Level
Public Finance - Analyst,Financial Analyst,Analyst/Engineer Level
Capital Management - Senior Financial Analyst,Financial Analyst,Analyst/Engineer Level
"Financial Crime Compliance (FCC), Conduct and Integrity, Associate",Other Associate level,Associate Level
Senior Quantitative Analyst,Quantitative Analyst,Analyst/Engineer Level
Public Finance Analyst,Financial Analyst,Analyst/Engineer Level
"CIMD, Credit Alternatives, Renewable Power Group, Financial Operations, Analyst",Operations Analyst,Analyst/Engineer Level
CCB Portfolio Management Analyst 2,Other Analysts,Analyst/Engineer Level
Financial Consultant - Wealth Brokerage Service,Other Consultant level,Consultant Level
Corporate- Strategic Investments- Private Equity- Analyst,Investment Analyst,Analyst/Engineer Level
Enterprise Capital Management - Senior Financial Analyst,Financial Analyst,Analyst/Engineer Level
"Compliance, Financial Crime Compliance, Transaction Surveillance Group, Associate",Other Associate level,Associate Level
Senior Accountant,Unknown,Unknown
Financial Consultant - Wealth Brokerage Services,Other Consultant level,Consultant Level
Investment Banking - Regional Investment Banking - Family Coverage - Analyst,Investment Analyst,Analyst/Engineer Level
Senior Financial Analyst - Regulatory Capital Reporting and Consolidation Team,Financial Analyst,Analyst/Engineer Level
"CIMD - Marcus by Goldman Sachs - Financial Planning & Analysis - Associate - Wilmington, DE",Other Associate level,Associate Level
Corporate Treasury - Financial Analyst - Associate,Financial Analyst,Analyst/Engineer Level
"Compliance, Financial Crime Compliance, Transaction Surveillance Group, Vice President",Unknown,Unknown
"Wealth Management - Private Bank - Wealth Strategist - Dallas, TX",Unknown,Unknown
"Corporate Finance: Financial Accounting, Infrastructure & Reporting – Allocation & Attribution – Analyst",Financial Analyst,Analyst/Engineer Level
CB- Commercial Real Estate Portfolio Analyst,Other Analysts,Analyst/Engineer Level
"Wealth Management - Private Bank - Wealth Strategist - Chicago, IL",Unknown,Unknown
MORTGAGE ADVISORY - MORTGAGE ANALYST,Other Advisor,Lead/Advisor Level
CIB_Public Finance - Experienced Analyst/Associate_JPMC,Financial Analyst,Analyst/Engineer Level
"Marketing Financial Analyst, Sr Associate - Card Services",Financial Analyst,Analyst/Engineer Level
Securities Services - Client Service Analyst,Other Analysts,Analyst/Engineer Level
Supplier Assurance Services - Industry Utility Integration Associate,Other Associate level,Associate Level
Quantitative Team Lead,Unknown,Unknown
Merchant Portfolio Analyst,Other Analysts,Analyst/Engineer Level
Senior Claims Analyst,Other Analysts,Analyst/Engineer Level
Sr Claims Analyst,Other Analysts,Analyst/Engineer Level
CIS Principal Consultant / Manager,Other Manager level,Manager Level
CIS Principal Engineer,Other Engineer level,Analyst/Engineer Level
"Compliance, Financial Crime Compliance, KYC, Associate",Other Associate level,Associate Level
CIS Principal Engineer/Azure SME,Other Engineer level,Analyst/Engineer Level
"FCC, Anti-Bribery Group, Associate",Other Associate level,Associate Level
Client FIX OnBoarder - Futures Technology,Unknown,Unknown
Global Equities – Positioning Intelligence – Analyst,Other Analysts,Analyst/Engineer Level
Global Equities - Positioning Intelligence - Analyst,Other Analysts,Analyst/Engineer Level
CCBSI-Energy Analyst II,Other Analysts,Analyst/Engineer Level
Cybersecurity Operations Fraud Intelligence Analyst,Operations Analyst,Analyst/Engineer Level
Sr. Cybersecurity Analyst - Vulnerability Management,Security Analyst,Analyst/Engineer Level
Application Security /Vulnerability Management - Software Engineer VP,Software Engineer,Analyst/Engineer Level
Application Support Engineer with Windows & MS-SQL troubleshooting skills,Other Engineer level,Analyst/Engineer Level
Financial Planning & Analysis Analyst,Other Analysts,Analyst/Engineer Level
Finance Sr Analyst,Financial Analyst,Analyst/Engineer Level
FP&A Analyst,Other Analysts,Analyst/Engineer Level
Financial Reporting Analyst,Reporting Analyst,Analyst/Engineer Level
"Senior Analyst, Site Experience",Senior Analyst,Analyst/Engineer Level
Senior Financial Analyst - Technology Services,Financial Analyst,Analyst/Engineer Level
"Finance Analyst, Senior",Financial Analyst,Analyst/Engineer Level
"Senior Financial Analyst, Acquisition & Divestiture Operations",Financial Analyst,Analyst/Engineer Level
Senior Financial Analyst – Gross Profit Analytics & Supply Chain Product Management,Supply Chain Analyst,Analyst/Engineer Level
"Finance Planning Analyst, Senior",Financial Analyst,Analyst/Engineer Level
Financial Accounting Analyst,Financial Accounting Analyst,Analyst/Engineer Level
Financial Planning and Analysis Advisor - Retail,Other Advisor,Lead/Advisor Level
"Global Process FP&A Allocations, Senior Financial Analyst",Financial Analyst,Analyst/Engineer Level
Commercial FP&A Analyst,Other Analysts,Analyst/Engineer Level
Sr. Financial Accounting Analyst,Financial Accounting Analyst,Analyst/Engineer Level
"Senior Financial Analyst, Pro Finance",Financial Analyst,Analyst/Engineer Level
Sr. Financial Systems Analyst,Other Analysts,Analyst/Engineer Level
Financial Analyst - Trade Finance,Financial Analyst,Analyst/Engineer Level
Retail Financial Reporting Analyst,Reporting Analyst,Analyst/Engineer Level
Senior Financial Analyst - Supply Chain,Supply Chain Analyst,Analyst/Engineer Level
Pricing Financial Analyst,Financial Analyst,Analyst/Engineer Level
"Financial Analyst, Senior - Specialty Trade Finance",Financial Analyst,Analyst/Engineer Level
"Financial Analyst, Senior",Financial Analyst,Analyst/Engineer Level
"Financial Inventory Analyst, Senior",Inventory Analyst,Analyst/Engineer Level
Senior Financial Analyst - RPA Developer,Financial Analyst,Analyst/Engineer Level
